"MEASURE","Measure","REGIONTYPE","Geography Level","ASGS_2016","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011234","Plantagenet","A","Annual","2015","2015",5130,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011234","Plantagenet","A","Annual","2016","2016",5103,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011234","Plantagenet","A","Annual","2017","2017",5153,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011234","Plantagenet","A","Annual","2018","2018",5235,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2001","2001",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2002","2002",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2003","2003",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2004","2004",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2005","2005",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2006","2006",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2007","2007",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2008","2008",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2009","2009",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2010","2010",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2011","2011",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2012","2012",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2013","2013",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2014","2014",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2015","2015",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2016","2016",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2017","2017",0,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509011235","Stirling Range National Park","A","Annual","2018","2018",0,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2001","2001",53783,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2002","2002",53667,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2003","2003",53546,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2004","2004",53063,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2005","2005",53050,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2006","2006",52925,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2007","2007",52707,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2008","2008",53164,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2009","2009",53924,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2010","2010",54332,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2011","2011",54846,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2012","2012",56002,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2013","2013",57038,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2014","2014",57288,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2015","2015",57058,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2016","2016",56603,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2017","2017",56608,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50902","Wheat Belt - North","A","Annual","2018","2018",56255,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2001","2001",2948,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2002","2002",3060,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2003","2003",3138,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2004","2004",3328,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2005","2005",3541,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2006","2006",3669,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2007","2007",3818,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2008","2008",3968,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2009","2009",4209,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2010","2010",4394,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2011","2011",4533,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2012","2012",4798,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2013","2013",5112,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2014","2014",5361,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2015","2015",5500,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2016","2016",5536,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2017","2017",5621,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021236","Chittering","A","Annual","2018","2018",5742,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2001","2001",4261,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2002","2002",4213,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2003","2003",4187,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2004","2004",4060,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2005","2005",4025,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2006","2006",4035,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2007","2007",3994,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2008","2008",3990,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2009","2009",4008,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2010","2010",4021,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2011","2011",4046,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2012","2012",4095,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2013","2013",4124,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2014","2014",4142,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2015","2015",4154,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2016","2016",4156,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2017","2017",4104,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021237","Cunderdin","A","Annual","2018","2018",4055,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2001","2001",4577,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2002","2002",4504,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2003","2003",4433,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2004","2004",4378,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2005","2005",4304,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2006","2006",4232,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2007","2007",4126,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2008","2008",4121,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2009","2009",4148,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2010","2010",4148,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2011","2011",4185,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2012","2012",4202,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2013","2013",4206,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2014","2014",4158,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2015","2015",4119,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2016","2016",4048,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2017","2017",4009,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021238","Dowerin","A","Annual","2018","2018",3892,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2001","2001",7226,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2002","2002",7327,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2003","2003",7410,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2004","2004",7471,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2005","2005",7498,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2006","2006",7595,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2007","2007",7626,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2008","2008",7750,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2009","2009",7971,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2010","2010",8054,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2011","2011",8114,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2012","2012",8335,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2013","2013",8575,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2014","2014",8686,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2015","2015",8649,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2016","2016",8587,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2017","2017",8599,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021239","Gingin - Dandaragan","A","Annual","2018","2018",8517,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2001","2001",5878,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2002","2002",5779,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2003","2003",5730,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2004","2004",5511,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2005","2005",5434,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2006","2006",5357,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2007","2007",5220,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2008","2008",5186,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2009","2009",5182,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2010","2010",5181,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2011","2011",5215,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2012","2012",5219,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2013","2013",5193,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2014","2014",5164,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2015","2015",5160,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2016","2016",5151,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2017","2017",5194,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021240","Merredin","A","Annual","2018","2018",5187,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2001","2001",5568,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2002","2002",5484,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2003","2003",5367,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2004","2004",5185,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2005","2005",5075,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2006","2006",4918,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2007","2007",4785,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2008","2008",4779,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2009","2009",4807,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2010","2010",4798,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2011","2011",4785,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2012","2012",4824,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2013","2013",4834,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2014","2014",4843,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2015","2015",4871,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2016","2016",4855,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2017","2017",4810,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021241","Moora","A","Annual","2018","2018",4791,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2001","2001",4132,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2002","2002",4053,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2003","2003",4022,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2004","2004",3931,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2005","2005",3775,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2006","2006",3619,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2007","2007",3600,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2008","2008",3612,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2009","2009",3593,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2010","2010",3544,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2011","2011",3543,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2012","2012",3548,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2013","2013",3529,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2014","2014",3428,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2015","2015",3319,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2016","2016",3218,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2017","2017",3182,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021242","Mukinbudin","A","Annual","2018","2018",3115,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2001","2001",10284,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2002","2002",10302,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2003","2003",10267,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2004","2004",10157,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2005","2005",10270,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2006","2006",10280,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2007","2007",10256,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2008","2008",10400,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2009","2009",10553,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2010","2010",10670,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2011","2011",10830,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2012","2012",11169,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2013","2013",11472,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2014","2014",11570,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2015","2015",11420,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2016","2016",11238,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2017","2017",11228,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021243","Northam","A","Annual","2018","2018",11190,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2001","2001",4084,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2002","2002",4142,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2003","2003",4147,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2004","2004",4198,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2005","2005",4277,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2006","2006",4330,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2007","2007",4360,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2008","2008",4404,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2009","2009",4450,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2010","2010",4493,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2011","2011",4529,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2012","2012",4612,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2013","2013",4682,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2014","2014",4620,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2015","2015",4535,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2016","2016",4461,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2017","2017",4507,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021244","Toodyay","A","Annual","2018","2018",4427,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2001","2001",4825,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2002","2002",4803,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2003","2003",4845,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2004","2004",4844,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2005","2005",4851,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2006","2006",4890,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2007","2007",4922,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2008","2008",4954,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2009","2009",5003,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2010","2010",5029,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2011","2011",5066,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2012","2012",5200,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2013","2013",5311,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2014","2014",5316,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2015","2015",5331,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2016","2016",5353,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2017","2017",5354,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509021245","York - Beverley","A","Annual","2018","2018",5339,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2001","2001",21117,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2002","2002",21048,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2003","2003",21022,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2004","2004",20730,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2005","2005",20757,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2006","2006",20713,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2007","2007",20640,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2008","2008",20771,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2009","2009",20975,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2010","2010",21208,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2011","2011",21331,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2012","2012",21467,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2013","2013",21439,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2014","2014",21218,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2015","2015",21076,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2016","2016",20687,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2017","2017",20494,,
"ERP","Estimated Resident Population","SA3","Statistical Area Level 3","50903","Wheat Belt - South","A","Annual","2018","2018",20144,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2001","2001",3900,,
"ERP","Estimated Resident Population","SA2","Statistical Area Level 2","509031246","Brookton","A","Annual","2002","2002",3890,,
